city,temperature,rain,wind,humidity,claim_count_30d,avg_claim_amount,time_since_last_claim_hr,location_mismatch_score,speed_jump_kmh,accel_flatline_pct,risk_level,is_anomaly
Ahmedabad,36.2,0.0,4.8,56.4,0,234.35,673.3,6.0,63.9,13.0,LOW,0
Hyderabad,40.5,0.0,3.0,46.9,0,126.12,36.9,18.1,28.0,9.4,LOW,0
Jaipur,34.2,0.0,6.9,69.0,3,75.34,534.2,6.7,35.9,26.5,LOW,0
Kolkata,35.1,54.9,5.6,64.7,2,219.07,230.7,19.8,8.0,24.7,MODERATE,0
Bengaluru,21.2,0.0,2.8,71.1,2,202.51,202.7,11.2,55.6,2.4,LOW,0
Ahmedabad,38.5,7.7,3.0,85.9,1,242.59,465.8,22.2,34.1,10.0,LOW,0
Pune,27.2,0.0,7.9,51.4,3,191.07,314.6,19.0,31.5,24.8,LOW,0
Lucknow,31.7,0.0,4.2,34.1,2,78.52,411.5,8.0,31.4,8.4,LOW,0
Bengaluru,23.5,0.0,7.6,51.3,3,249.71,325.4,17.6,14.6,18.3,LOW,0
Kolkata,32.5,16.2,10.2,77.0,3,130.55,263.0,10.0,60.9,14.5,LOW,0
Chennai,31.9,117.5,7.9,67.9,0,111.67,639.6,16.9,27.3,16.3,ELEVATED,1
Lucknow,26.7,16.4,0.3,75.9,3,125.63,583.5,20.0,74.9,12.1,LOW,0
Kolkata,31.5,0.0,3.8,77.2,3,73.88,569.0,8.8,17.9,10.6,LOW,0
Mumbai,36.9,24.1,8.9,57.6,0,239.01,405.5,23.8,14.4,21.7,LOW,0
Hyderabad,37.8,0.0,8.8,57.9,2,117.11,258.8,3.1,6.8,1.4,LOW,0
Lucknow,33.0,25.3,3.5,74.9,12,307.36,21.8,47.7,766.2,82.9,LOW,1
Pune,29.8,49.5,5.1,90.7,3,117.02,624.7,13.1,42.3,28.8,MODERATE,0
Pune,25.0,0.0,2.0,55.9,2,101.53,666.2,3.2,25.5,1.6,LOW,0
Hyderabad,31.6,0.7,7.5,89.7,0,209.79,276.1,5.4,74.3,9.2,LOW,0
Mumbai,28.8,0.0,11.1,71.4,1,147.11,262.7,10.5,74.3,27.3,LOW,0
Kolkata,32.8,58.2,3.6,92.5,0,247.24,595.5,10.9,58.2,8.1,ELEVATED,0
Kolkata,26.5,50.6,0.9,92.6,7,452.42,10.9,43.3,259.5,78.2,LOW,1
Jaipur,39.6,0.0,5.7,69.6,1,111.08,508.3,23.8,6.2,0.9,LOW,0
Jaipur,26.3,0.0,1.6,57.4,0,82.85,188.8,12.6,21.7,28.4,LOW,0
Jaipur,36.9,5.9,5.6,70.9,3,235.6,205.7,8.4,37.1,27.8,LOW,0
Chennai,33.0,14.8,3.7,84.6,1,63.96,202.1,4.9,1.3,16.1,LOW,0
Mumbai,28.0,3.2,6.8,67.2,1,200.65,553.5,1.5,1.5,29.2,LOW,0
Chennai,34.8,3.8,4.7,68.8,0,230.83,584.5,6.9,70.3,25.0,LOW,0
Delhi,26.0,0.0,8.4,59.1,9,450.89,14.4,96.2,714.0,73.3,LOW,1
Pune,30.1,37.3,7.1,84.1,2,101.4,60.3,0.3,1.8,0.3,MODERATE,0
Lucknow,29.2,0.0,1.9,46.1,1,126.82,176.6,7.6,78.0,21.1,LOW,0
Jaipur,36.6,0.0,5.6,40.9,0,51.13,714.4,4.6,37.6,26.2,LOW,0
Lucknow,29.4,0.0,6.9,63.6,0,195.19,60.0,0.8,8.4,29.0,LOW,0
Kolkata,29.4,0.0,10.6,48.4,2,201.32,239.4,23.1,52.5,13.1,LOW,0
Kolkata,33.1,8.3,4.4,86.0,1,210.24,561.1,23.0,42.7,3.0,LOW,0
Kolkata,35.1,3.1,7.2,66.4,0,246.41,67.9,22.6,65.1,9.4,MODERATE,0
Ahmedabad,40.0,0.0,4.0,59.6,3,162.87,575.9,6.8,50.1,24.8,MODERATE,0
Mumbai,30.8,0.8,8.9,97.1,2,144.83,349.6,0.8,19.3,4.6,MODERATE,0
Bengaluru,35.6,0.0,1.9,36.9,2,73.77,615.4,24.0,76.7,13.3,LOW,0
Lucknow,41.2,2.4,1.1,54.6,2,146.12,414.3,20.4,55.4,19.9,LOW,0
Chennai,30.6,0.0,12.2,64.3,0,70.38,312.7,21.4,57.7,26.5,LOW,0
Lucknow,33.4,23.9,2.2,66.5,1,109.2,630.1,0.1,1.7,14.0,MODERATE,0
Ahmedabad,45.4,0.0,5.4,47.9,0,208.44,313.6,2.3,38.7,2.7,MODERATE,0
Bengaluru,31.5,4.8,2.5,76.5,1,248.67,115.6,1.2,55.5,25.0,LOW,0
Hyderabad,31.5,0.0,3.2,49.9,2,111.95,160.6,13.7,36.2,26.3,LOW,0
Ahmedabad,41.3,4.6,2.5,98.5,3,130.27,43.7,17.4,64.6,19.9,LOW,0
Kolkata,31.0,14.9,5.6,61.0,2,53.82,47.7,17.1,67.0,21.2,LOW,0
Pune,28.5,0.0,7.2,68.3,10,444.0,3.0,46.4,232.8,96.2,LOW,1
Hyderabad,35.5,0.0,3.9,64.0,0,102.69,166.9,6.6,72.8,27.5,LOW,0
Pune,35.7,0.0,0.0,54.4,7,413.03,11.3,58.6,476.6,73.5,LOW,1
Bengaluru,27.7,0.0,4.6,45.7,3,121.54,611.7,11.3,58.1,2.9,LOW,0
Hyderabad,32.5,0.0,3.2,66.3,1,151.97,588.3,10.9,9.9,16.9,LOW,0
Lucknow,29.8,3.8,2.1,80.2,3,222.69,248.8,11.6,33.2,4.5,LOW,0
Delhi,41.0,0.0,5.9,46.6,1,166.18,459.4,1.3,16.9,2.2,MODERATE,0
Delhi,35.4,0.0,3.8,63.8,1,219.81,453.1,4.7,14.2,26.2,LOW,0
Hyderabad,33.4,0.6,2.7,77.9,1,201.79,230.8,10.7,14.9,3.3,LOW,0
Hyderabad,37.1,0.0,2.3,54.4,1,217.47,634.8,7.5,65.9,4.6,LOW,0
Kolkata,33.2,120.0,5.3,74.8,3,113.55,185.6,22.0,66.9,6.9,HIGH,1
Lucknow,35.3,15.9,7.7,98.1,2,179.7,43.7,0.4,10.4,7.5,MODERATE,0
Bengaluru,31.1,40.6,4.6,72.0,2,128.34,131.2,9.4,50.3,16.4,LOW,0
Hyderabad,38.0,0.0,5.0,30.3,3,119.51,451.9,20.9,14.7,12.7,LOW,0
Lucknow,31.2,5.9,11.4,81.5,0,214.62,667.0,16.0,65.7,1.8,MODERATE,0
Chennai,28.7,0.0,8.5,34.7,3,219.44,357.8,23.1,77.6,15.1,LOW,0
Chennai,27.5,33.6,10.0,83.1,0,148.34,112.9,0.1,54.2,16.5,MODERATE,0
Pune,29.7,0.0,0.8,29.8,6,470.04,9.2,53.8,264.3,72.9,LOW,1
Jaipur,38.0,0.0,6.9,51.5,1,237.19,90.2,16.9,10.7,26.4,LOW,0
Ahmedabad,42.6,0.0,7.0,72.1,1,164.32,689.9,7.5,79.2,19.0,MODERATE,0
Lucknow,41.1,0.0,2.7,62.1,1,65.53,671.3,17.7,26.4,11.7,LOW,0
Bengaluru,29.8,0.0,8.5,40.7,3,133.57,227.1,19.1,61.1,8.8,LOW,0
Pune,33.5,0.0,4.2,65.3,3,228.25,365.8,15.0,7.7,11.5,LOW,0
Ahmedabad,31.4,0.0,1.7,58.4,3,241.74,144.0,18.0,49.2,20.4,LOW,0
Pune,28.6,0.0,8.0,54.7,2,244.01,324.5,24.2,11.2,17.6,LOW,0
Ahmedabad,40.2,29.2,7.0,85.5,1,68.28,148.1,17.2,66.5,12.3,MODERATE,0
Mumbai,30.6,0.0,9.2,41.1,2,63.41,476.6,3.0,0.5,1.6,LOW,0
Mumbai,34.8,15.9,9.2,62.5,3,208.04,356.2,19.6,34.5,7.6,LOW,0
Hyderabad,34.5,35.5,2.4,63.9,0,219.9,686.2,14.2,13.2,28.1,LOW,0
Lucknow,33.7,0.0,3.1,51.4,3,101.95,407.8,11.3,1.3,24.7,LOW,0
Hyderabad,35.6,0.0,4.5,56.6,2,197.42,26.6,6.5,43.1,16.0,LOW,0
Kolkata,24.7,0.0,4.2,51.8,1,85.71,24.9,21.3,57.2,20.7,LOW,0
Jaipur,37.2,0.0,7.5,60.8,3,168.72,210.1,16.1,78.9,1.5,LOW,0
Hyderabad,32.9,0.0,3.9,38.4,1,98.89,603.7,15.4,73.1,7.0,LOW,0
Jaipur,35.0,0.0,6.3,41.9,2,143.58,419.0,19.8,44.8,10.7,LOW,0
Bengaluru,18.1,4.7,1.9,71.3,1,119.74,251.4,18.9,36.3,6.4,LOW,0
Mumbai,33.5,22.5,13.8,79.2,2,220.62,176.9,1.6,59.1,6.3,MODERATE,0
Kolkata,36.0,0.0,6.1,57.2,1,76.85,75.6,24.8,52.4,16.3,LOW,0
Kolkata,35.3,0.0,2.3,35.3,15,364.27,23.8,49.5,485.6,91.7,LOW,1
Kolkata,32.3,27.8,5.9,66.7,7,465.7,23.6,59.5,303.2,73.2,MODERATE,1
Chennai,31.6,5.7,7.5,100.0,2,59.9,642.9,16.6,49.3,18.8,MODERATE,0
Pune,28.2,0.0,4.2,68.2,3,133.54,389.6,2.9,79.3,9.1,LOW,0
Lucknow,38.3,0.0,8.2,71.8,0,184.54,569.9,16.7,72.0,8.6,LOW,0
Bengaluru,23.9,0.0,5.7,54.3,2,82.35,281.0,2.5,45.7,2.9,LOW,0
Delhi,40.1,0.0,7.6,45.0,3,183.4,186.6,12.2,31.3,2.7,LOW,0
Mumbai,30.3,0.0,13.4,34.5,1,127.0,112.1,9.6,42.4,18.0,LOW,0
Hyderabad,30.4,0.0,1.1,47.2,2,224.82,525.8,16.1,45.2,21.7,LOW,0
Hyderabad,29.7,0.0,1.6,56.8,3,114.41,415.7,7.0,7.7,4.9,LOW,0
Lucknow,37.2,0.0,5.8,48.0,3,81.67,60.2,6.0,54.7,2.6,LOW,0
Ahmedabad,33.4,0.8,5.4,60.2,2,170.66,489.6,16.4,35.7,10.4,LOW,0
Bengaluru,27.8,23.1,1.3,55.2,1,200.64,228.9,19.1,59.6,7.4,LOW,0
Delhi,32.4,0.0,10.4,64.9,1,200.32,172.9,17.9,18.2,29.6,LOW,0
Jaipur,30.8,0.0,8.1,51.3,2,147.65,204.2,18.9,57.7,4.2,LOW,0
Mumbai,30.1,0.0,7.9,34.8,2,160.09,109.0,2.8,5.8,22.3,LOW,0
Lucknow,34.9,0.4,7.3,80.1,1,215.71,420.5,7.7,17.4,9.8,LOW,0
Kolkata,28.8,0.0,3.8,60.7,2,51.13,44.7,14.1,61.0,11.0,LOW,0
Lucknow,28.4,0.0,4.1,60.4,0,181.33,606.6,9.3,70.0,6.4,LOW,0
Ahmedabad,43.8,0.0,2.6,27.6,2,175.53,674.9,7.5,28.7,21.5,LOW,0
Delhi,33.4,0.0,2.6,40.1,2,91.27,125.0,3.0,50.2,0.0,LOW,0
Chennai,37.2,120.0,7.6,54.8,0,82.49,442.1,12.3,15.6,22.5,ELEVATED,1
Kolkata,25.6,19.2,4.0,90.1,2,97.42,249.3,12.0,47.7,8.6,MODERATE,0
Mumbai,31.3,120.0,5.5,65.4,3,160.21,124.7,15.3,74.7,5.9,ELEVATED,1
Lucknow,34.9,0.0,2.6,57.4,3,181.32,663.5,10.0,15.4,8.1,LOW,0
Lucknow,35.1,0.0,3.2,57.6,2,226.81,82.4,12.9,18.0,12.3,LOW,0
Bengaluru,19.8,40.3,6.0,73.1,1,236.32,700.9,19.5,11.2,25.6,MODERATE,0
Ahmedabad,31.8,0.0,3.5,69.9,0,84.26,696.0,13.2,44.3,27.2,LOW,0
Bengaluru,22.3,0.0,5.7,57.9,1,64.38,210.8,2.0,60.1,4.2,LOW,0
Bengaluru,28.9,95.9,11.4,70.0,3,129.05,256.0,8.5,15.7,25.8,ELEVATED,1
Lucknow,40.3,0.0,9.6,58.5,3,108.48,304.0,19.1,19.5,25.2,LOW,0
Delhi,40.2,0.0,6.2,71.1,1,135.71,273.4,11.0,41.6,19.0,MODERATE,0
Ahmedabad,42.0,0.0,5.5,45.7,3,161.61,63.4,4.2,22.8,8.5,LOW,0
Jaipur,28.8,0.0,8.9,61.3,3,67.07,333.3,21.2,49.3,8.8,LOW,0
Kolkata,29.8,0.0,8.3,49.3,12,417.88,14.1,98.3,724.2,97.8,LOW,1
Jaipur,33.1,1.8,7.5,70.3,1,138.74,616.0,1.9,28.4,27.0,LOW,0
Jaipur,32.4,0.0,6.9,45.4,9,486.98,4.6,42.0,793.4,79.3,LOW,1
Jaipur,34.1,11.7,8.5,75.6,0,219.33,312.7,0.9,25.7,22.9,LOW,0
Kolkata,21.6,0.0,9.3,67.5,1,176.28,192.5,10.8,20.4,26.5,LOW,0
Kolkata,27.6,16.4,2.8,85.1,3,141.21,404.9,13.6,78.1,11.0,MODERATE,0
Ahmedabad,46.4,0.0,2.1,59.1,1,234.62,417.2,8.2,11.2,11.1,LOW,0
Kolkata,32.9,5.4,1.4,85.7,0,170.28,448.5,14.0,73.2,20.2,LOW,0
Bengaluru,32.1,0.0,5.2,51.6,1,180.71,608.2,23.6,21.8,5.1,LOW,0
Delhi,37.4,0.0,4.9,43.8,2,71.26,655.1,24.9,13.1,1.6,LOW,0
Ahmedabad,36.2,0.0,3.6,61.4,0,176.99,293.5,22.7,77.6,5.2,LOW,0
Bengaluru,27.5,16.3,3.9,85.8,1,241.76,167.4,16.4,3.5,2.0,MODERATE,0
Jaipur,21.4,0.0,7.1,51.5,0,183.65,151.0,15.3,33.0,19.6,LOW,0
Pune,25.5,0.0,9.1,52.2,1,126.41,87.8,2.8,58.1,28.3,LOW,0
Jaipur,43.9,0.0,3.7,48.1,1,98.29,67.4,4.5,10.0,27.4,LOW,0
Hyderabad,29.8,0.0,7.2,57.6,2,129.13,155.3,14.0,55.4,16.0,LOW,0
Delhi,41.2,0.0,8.0,73.7,0,144.11,88.9,1.1,8.9,5.6,LOW,0
Chennai,31.7,0.0,8.7,49.9,11,316.2,8.3,98.0,249.5,89.7,LOW,1
Bengaluru,28.0,0.0,4.4,55.2,3,93.95,476.5,22.6,6.8,6.5,LOW,0
Jaipur,34.8,0.0,5.5,66.4,3,97.79,106.5,21.8,0.5,11.6,LOW,0
Bengaluru,34.5,7.9,3.0,79.0,0,91.49,325.4,16.2,21.8,11.5,LOW,0
Bengaluru,26.6,30.3,4.3,91.0,3,74.23,213.8,12.7,25.2,29.7,MODERATE,0
Mumbai,29.9,17.0,5.5,70.2,0,107.56,196.9,17.1,14.9,16.3,MODERATE,0
Mumbai,29.1,0.0,6.5,43.1,3,78.68,651.4,4.4,28.2,11.3,LOW,0
Hyderabad,35.3,0.0,0.0,52.1,1,138.93,681.7,20.6,51.1,1.9,LOW,0
Jaipur,29.8,7.3,10.9,82.2,2,102.47,514.0,4.4,37.1,0.6,LOW,0
Chennai,31.8,35.4,1.4,68.5,2,137.46,533.5,17.1,22.4,20.2,MODERATE,0
Lucknow,42.9,12.2,2.0,67.7,2,185.9,477.7,1.0,14.7,26.8,LOW,0
Ahmedabad,31.7,0.0,2.5,33.5,3,150.34,651.2,6.5,69.4,19.3,LOW,0
Jaipur,28.3,0.0,9.2,38.0,0,121.23,283.1,8.0,49.7,4.9,LOW,0
Pune,34.0,0.0,12.1,68.5,0,229.87,699.1,15.9,61.1,2.5,LOW,0
Mumbai,30.2,17.9,8.7,92.1,2,116.07,184.9,22.2,4.4,5.3,MODERATE,0
Lucknow,29.9,0.0,7.9,35.8,3,144.09,209.5,8.6,51.9,26.5,LOW,0
Delhi,31.2,0.0,5.8,59.0,3,196.11,216.6,17.9,30.7,23.1,LOW,0
Mumbai,33.9,0.0,5.0,55.2,0,128.27,692.1,8.4,62.3,25.7,LOW,0
Jaipur,44.0,0.0,4.9,62.8,2,216.29,155.1,19.6,47.7,26.8,MODERATE,0
Mumbai,30.5,0.0,4.7,66.2,3,60.4,233.1,13.2,37.3,30.0,LOW,0
Jaipur,32.9,1.0,0.8,71.8,3,56.87,707.9,21.6,46.4,3.3,LOW,0
Delhi,33.8,0.0,1.4,48.7,0,56.76,305.4,19.6,65.2,27.8,LOW,0
Delhi,40.0,0.9,2.5,96.9,3,89.75,618.8,4.9,12.9,6.2,MODERATE,0
Jaipur,25.3,0.0,14.3,44.5,2,249.48,679.9,16.8,56.1,3.7,LOW,0
Hyderabad,35.5,49.4,0.0,60.0,2,87.41,625.9,9.8,30.5,7.9,LOW,0
Lucknow,38.3,39.6,3.7,88.2,2,238.12,650.3,8.7,8.9,21.1,MODERATE,0
Bengaluru,30.5,5.2,3.2,76.4,3,166.83,537.6,7.9,38.7,24.4,LOW,0
Bengaluru,27.0,0.0,0.4,54.1,8,405.35,13.4,86.8,354.5,79.3,LOW,1
Pune,26.4,5.0,6.4,70.8,7,481.12,4.7,41.7,740.8,92.9,LOW,1
Kolkata,34.7,1.8,10.8,91.6,11,398.32,1.4,48.9,395.8,87.3,MODERATE,1
Mumbai,34.1,54.8,7.0,95.5,0,53.56,47.4,12.1,23.9,25.4,ELEVATED,0
Pune,31.2,0.0,6.1,48.7,3,86.3,107.8,3.6,52.9,19.8,LOW,0
Hyderabad,40.8,5.0,5.9,71.6,2,161.49,472.2,15.3,57.5,19.3,MODERATE,0
Mumbai,32.1,82.5,8.0,88.1,3,122.3,298.3,5.0,5.6,23.2,MODERATE,1
Bengaluru,28.4,0.0,0.6,52.6,0,82.81,42.1,2.2,22.9,29.2,LOW,0
Lucknow,37.3,0.0,3.2,59.7,2,156.85,233.7,7.1,31.2,0.0,LOW,0
Ahmedabad,36.8,17.3,9.4,85.1,11,461.84,8.8,63.3,641.3,62.9,MODERATE,1
Bengaluru,35.5,0.0,0.1,61.3,2,209.32,311.4,3.8,62.8,3.7,LOW,0
Bengaluru,25.1,59.1,1.8,66.1,3,248.09,586.1,4.7,17.0,10.2,MODERATE,0
Delhi,31.3,8.3,4.0,77.1,2,104.45,80.3,16.4,52.3,2.8,LOW,0
Lucknow,29.1,0.0,0.0,50.4,1,99.78,187.2,4.8,46.0,9.8,LOW,0
Bengaluru,28.0,0.0,2.2,50.9,2,67.32,436.3,19.0,15.3,17.0,LOW,0
Hyderabad,32.8,6.1,5.4,71.0,0,189.43,716.9,0.3,28.4,8.4,LOW,0
Kolkata,33.9,40.6,3.1,67.1,3,248.74,111.2,15.3,16.0,7.9,MODERATE,0
Pune,29.9,0.0,6.6,51.7,2,155.58,214.0,22.7,37.2,12.7,LOW,0
Jaipur,25.9,0.0,8.6,81.0,1,127.58,468.4,23.6,16.9,1.8,LOW,0
Mumbai,29.6,25.3,7.9,67.7,0,184.35,324.3,2.9,8.2,22.6,LOW,0
Ahmedabad,34.0,0.0,6.1,45.7,3,216.2,111.0,3.4,65.8,27.7,LOW,0
Chennai,33.7,11.8,7.1,80.8,2,200.6,660.0,20.8,20.3,9.9,MODERATE,0
Chennai,32.7,0.0,6.2,80.8,0,63.32,383.2,8.6,53.8,28.5,LOW,0
Delhi,48.6,4.4,4.6,82.9,15,303.56,11.1,55.2,594.2,89.0,MODERATE,1
Hyderabad,41.3,0.0,5.5,50.7,0,194.08,512.5,11.3,41.8,15.5,LOW,0
Delhi,33.6,0.0,7.6,57.9,2,154.94,551.9,8.4,30.3,28.0,LOW,0
Pune,30.7,0.9,1.6,59.0,2,189.29,239.6,21.8,27.0,18.6,LOW,0
Hyderabad,38.3,6.5,3.4,79.3,1,54.58,691.4,8.6,15.2,25.5,LOW,0
Delhi,33.7,0.0,6.6,45.1,3,104.68,425.9,23.3,2.8,23.1,LOW,0
Bengaluru,30.6,0.0,1.5,51.5,1,207.94,159.9,15.0,26.6,0.3,LOW,0
Lucknow,28.7,0.0,3.3,77.4,2,106.77,107.0,2.6,6.2,17.8,LOW,0
Delhi,34.3,0.0,5.5,55.6,3,200.08,74.9,2.2,52.2,14.6,LOW,0
Lucknow,33.6,0.0,4.7,46.3,2,53.86,695.9,3.7,65.6,8.3,LOW,0
Delhi,38.5,0.0,1.8,70.3,1,114.19,315.9,14.8,69.1,4.8,LOW,0
Mumbai,33.1,8.4,4.9,72.9,2,184.48,497.2,6.6,26.4,16.5,LOW,0
Kolkata,33.2,0.0,4.7,50.8,1,79.24,644.4,11.2,44.0,26.9,LOW,0
Mumbai,31.8,0.0,8.5,57.7,1,171.46,24.2,20.1,26.4,9.6,LOW,0
Hyderabad,36.7,32.3,0.0,77.7,3,71.84,148.0,1.0,64.7,16.6,LOW,0
Kolkata,33.0,0.0,11.1,62.9,3,215.38,132.8,8.6,58.0,0.5,LOW,0
Mumbai,34.2,70.7,6.3,65.3,0,58.86,545.8,1.8,37.4,5.3,MODERATE,0
Bengaluru,23.3,0.0,9.4,71.5,1,141.77,174.5,12.3,60.5,15.6,LOW,0
Bengaluru,35.4,9.5,4.1,82.0,1,196.38,414.4,5.6,40.8,15.6,LOW,0
Delhi,40.7,4.3,5.8,82.8,0,226.12,446.4,21.5,1.2,3.2,MODERATE,0
Ahmedabad,44.8,0.0,2.1,60.1,10,334.09,9.1,86.5,169.8,86.9,LOW,1
Delhi,36.4,0.0,2.6,58.4,1,162.38,325.6,11.5,77.6,8.9,LOW,0
Bengaluru,15.3,0.0,4.0,58.0,0,194.8,417.3,11.7,71.1,23.0,LOW,0
Kolkata,28.2,9.3,2.2,99.5,7,491.75,7.4,92.4,402.7,64.8,LOW,1
Delhi,33.2,0.0,4.0,65.3,0,169.75,504.1,17.2,56.4,9.6,LOW,0
Chennai,30.2,0.0,9.0,53.9,0,143.23,169.4,23.7,70.6,7.3,LOW,0
Ahmedabad,34.7,0.0,9.6,70.6,3,107.8,580.5,6.9,66.5,2.9,LOW,0
Ahmedabad,36.5,0.0,8.9,44.7,2,121.72,340.7,0.7,30.9,23.1,LOW,0
Kolkata,35.3,0.0,9.3,75.0,0,228.64,467.0,17.2,53.4,13.5,LOW,0
Ahmedabad,26.4,0.0,6.7,65.2,12,374.83,5.2,44.4,296.3,81.3,LOW,1
Delhi,47.3,15.7,6.0,100.0,3,177.34,640.2,17.0,65.5,16.9,MODERATE,0
Mumbai,36.4,0.0,7.0,69.1,1,74.66,612.7,8.1,47.5,16.2,MODERATE,0
Mumbai,29.6,0.0,4.8,57.6,1,229.69,156.6,24.6,64.6,21.3,LOW,0
Hyderabad,28.9,0.0,3.1,53.5,2,61.13,581.5,6.5,46.6,13.3,LOW,0
Lucknow,35.7,0.0,11.2,48.5,2,242.42,566.6,21.9,56.5,22.8,LOW,0
Kolkata,28.9,46.1,9.1,73.9,2,167.22,231.5,3.7,66.4,25.1,LOW,0
Jaipur,27.2,0.0,11.2,57.8,2,73.37,445.5,24.6,19.4,19.4,LOW,0
Bengaluru,25.2,0.0,4.7,49.2,14,315.75,16.6,64.4,622.0,64.4,LOW,1
Kolkata,28.3,0.0,5.7,65.6,2,184.39,93.2,9.5,61.6,21.2,LOW,0
Delhi,27.9,0.0,5.8,48.3,1,233.89,270.1,18.0,35.4,19.7,LOW,0
Jaipur,36.2,0.0,7.5,53.2,2,228.81,369.7,13.6,76.5,26.6,LOW,0
Chennai,29.8,0.0,8.4,25.9,3,198.06,559.9,24.2,61.9,7.3,LOW,0
Mumbai,33.8,0.0,7.2,58.7,1,158.79,382.5,17.3,6.2,24.2,LOW,0
Chennai,30.5,28.9,4.9,79.5,14,307.99,20.2,52.6,363.4,94.8,MODERATE,1
Pune,26.9,0.0,9.6,31.1,2,116.14,34.4,1.4,22.6,20.7,LOW,0
Bengaluru,26.8,0.0,7.5,62.2,0,62.58,287.3,21.5,17.7,4.6,LOW,0
Ahmedabad,36.6,0.0,6.7,54.8,0,166.47,348.1,17.5,57.5,13.2,LOW,0
Bengaluru,27.9,0.0,2.9,59.1,0,116.97,664.0,16.3,22.3,14.2,LOW,0
Pune,31.3,0.0,0.0,46.8,3,75.29,553.5,21.3,20.6,12.2,LOW,0
Pune,26.0,0.0,5.4,69.2,1,215.53,338.0,3.7,78.8,26.7,LOW,0
Ahmedabad,27.4,0.0,1.3,59.2,3,117.06,709.9,13.0,11.3,6.6,LOW,0
Pune,29.8,0.0,3.3,47.5,1,221.86,117.7,21.2,47.4,27.9,LOW,0
Kolkata,27.9,0.0,14.5,49.3,6,453.59,20.6,86.7,560.2,80.6,LOW,1
Ahmedabad,35.7,0.0,5.0,49.5,2,100.4,289.3,19.4,39.4,26.7,LOW,0
Delhi,43.9,0.0,0.0,65.7,11,455.84,5.4,81.6,541.7,67.4,LOW,1
Kolkata,29.4,41.8,8.4,90.7,0,226.25,452.0,20.6,43.7,6.6,MODERATE,0
Jaipur,43.7,0.0,4.2,60.9,3,146.85,332.3,7.6,78.9,8.2,MODERATE,0
Kolkata,31.5,24.2,2.7,65.8,3,91.84,460.1,2.0,70.4,1.5,MODERATE,0
Mumbai,30.9,1.7,8.8,66.1,1,83.62,264.4,19.0,76.3,11.1,LOW,0
Delhi,33.9,0.0,2.7,60.8,3,126.59,165.7,16.1,79.6,0.4,LOW,0
Jaipur,39.9,0.0,7.4,35.4,2,243.3,466.6,19.6,42.6,18.7,MODERATE,0
Ahmedabad,42.7,5.3,0.3,83.7,1,80.57,99.2,13.4,44.4,3.2,MODERATE,0
Chennai,34.4,0.0,4.2,64.7,0,235.05,196.4,21.4,73.6,27.1,LOW,0
Delhi,31.6,0.0,4.1,26.5,1,215.4,554.0,12.4,22.0,20.3,LOW,0
Pune,22.1,0.0,9.0,90.6,1,63.05,622.2,21.7,37.8,15.4,LOW,0
Jaipur,29.7,6.5,9.7,62.5,1,227.96,388.5,13.4,24.7,13.6,MODERATE,0
Hyderabad,29.7,0.0,5.9,44.4,2,95.11,155.7,15.4,62.4,17.0,LOW,0
Ahmedabad,28.2,0.0,6.5,53.8,1,249.22,293.4,22.6,23.5,22.6,LOW,0
Hyderabad,29.6,0.0,1.1,55.3,3,109.38,672.3,11.3,53.6,8.1,LOW,0
Hyderabad,31.7,0.0,9.3,47.0,3,183.11,474.5,6.2,31.6,20.5,LOW,0
Chennai,34.3,43.9,2.9,68.4,2,222.37,374.8,17.1,47.0,25.3,MODERATE,0
Delhi,26.5,5.1,3.1,69.7,2,88.85,313.2,9.6,59.1,23.2,LOW,0
Delhi,34.0,19.8,9.7,59.5,3,143.33,316.2,22.2,35.0,2.3,MODERATE,0
Delhi,32.1,0.0,3.3,54.6,1,63.72,398.0,4.0,0.6,12.7,LOW,0
Pune,33.5,0.0,6.8,48.8,9,488.56,7.7,95.4,361.8,91.3,LOW,1
Bengaluru,25.6,0.0,8.7,75.6,0,63.14,197.4,14.3,1.5,7.5,LOW,0
Pune,33.3,0.0,5.5,57.5,3,217.78,279.3,19.0,38.8,6.0,LOW,0
Bengaluru,37.3,0.0,5.6,49.0,0,116.49,435.6,17.9,71.1,25.1,LOW,0
Mumbai,36.7,0.0,8.1,52.1,2,222.51,491.4,21.1,20.0,26.7,LOW,0
Bengaluru,25.9,20.5,3.7,62.9,2,116.47,340.9,13.3,40.9,16.4,LOW,0
Jaipur,38.9,0.0,9.1,37.2,1,249.43,418.0,1.1,63.7,11.9,LOW,0
Pune,31.6,4.5,9.8,71.4,0,241.58,559.7,15.1,79.3,8.0,LOW,0
Hyderabad,35.8,0.0,7.2,43.7,1,204.63,93.6,22.0,24.3,19.6,LOW,0
Lucknow,40.1,0.0,0.1,69.8,3,61.09,635.0,24.3,24.2,20.8,LOW,0
Lucknow,39.8,0.0,6.7,52.9,2,140.76,462.7,13.5,4.2,22.3,LOW,0
Ahmedabad,33.9,0.0,6.3,50.7,8,372.73,14.3,51.6,671.3,90.1,LOW,1
Bengaluru,24.0,0.0,6.0,51.0,1,105.67,149.5,22.5,13.5,26.5,LOW,0
Jaipur,21.1,0.0,5.2,50.4,1,139.44,420.7,15.1,29.2,2.3,LOW,0
Lucknow,40.8,0.0,0.0,61.5,3,69.73,715.4,10.0,13.0,24.4,LOW,0
